Citations,PI,Title,Link,Year
,Cintia de Paiva,"Spontaneous Dry Eye Phenotype is Associated With Autoimmunity in Older MiceAJ McClellan, WJ Farley, SC Pflugfelder, CS De PaivaInvestigative Ophthalmology & Visual Science 51 (13), 3393-3393, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:t7zJ5fGR-2UC,2010
,Cintia de Paiva,"Spontaneous Autoimmune Inflammation of the Ocular Surface Mucosa in Aged CD4-DNTGFβRII MiceSC Pflugfelder, ME Stern, JY Niederkorn, JD Pitcher III, E Volpe, N Gandhi, ...Investigative Ophthalmology & Visual Science 52 (14), 2095-2095, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:eq2jaN3J8jMC,2011
,Cintia de Paiva,"Specificity matters: Strategies to enhance data accuracy in single-cell RNA sequencing of lacrimal glandsV Delcroix, O Mauduit, CS De Paiva, HP MakarenkovaInvestigative Ophthalmology & Visual Science 65 (7), 6545-6545, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:pS0ncopqnHgC,2024
,Cintia de Paiva,"Sjögren-Syndrome Microbiota Colonization in Germ-Free Mice induces Antigen-Presenting Cell Activation and Production of IL-12L Schaefer, CM Trujillo-Vargas, SC Pflugfelder, RA Britton, CS De PaivaInvestigative Ophthalmology & Visual Science 60 (9), 272-272, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:fbc8zXXH2BUC,2019
,Cintia de Paiva,"Single cell RNA sequencing reveals cellular and molecular complexity of adult lacrimal glandHP Makarenkova, V Delcroix, O Mauduit, T Umazume, CS De PaivaInvestigative Ophthalmology & Visual Science 62 (8), 2049-2049, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:43bX7VzcjpAC,2021
,Cintia de Paiva,"SINGLE CELL ATLAS OF THE ADULT LACRIMAL GLAND UNCOVERS CELLULAR COMPLEXITY, PROGENITOR-LIKE CELLS AND SEXUAL DIMORPHISMV Delcroix, O Mauduit, HS Lee, A Ivanova, T Umazume, S Knox, ...Investigative Ophthalmology & Visual Science 64 (8), 164-164, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:U_HPUtbDl20C,2023
,Cintia de Paiva,"Single cell analysis of desiccation induced changes in cornea immune cell populationsJ Alam, E Yaman, GCV Silva, R Chen, CS De Paiva, MA Stepp, ...Investigative Ophthalmology & Visual Science 65 (7), 2908-2908, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:eO3_k5sD8BwC,2024
,Cintia de Paiva,"Short Ragweed Pollen Stimulates Production of Pro-allergic Cytokines and Chemokines by Murine Ocular Surface Mucosa and Dendritic CellsDQ Li, L Zhang, CS De Paiva, SC PflugfelderInvestigative Ophthalmology & Visual Science 52 (14), 2912-2912, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:JoZmwDi-zQgC,2011
,Cintia de Paiva,"Short Ragweed Pollen Initiates TLR4-dependent TSLP/OX40L/OX40 Signaling Pathways in Experimental Allergic ConjunctivitisDQ Li, L Zhang, Z Su, SC Pflugfelder, CS De Paiva, X ZhangInvestigative Ophthalmology & Visual Science 53 (14), 4015-4015, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:Y5dfb0dijaUC,2012
,Cintia de Paiva,"Short Ragweed Pollen Induces Proallergic Cytokine TSLP via TLR4-dependent Signaling Pathways in Human and Murine Ocular SurfaceZ Su, L Zhang, F Lu, CS De Paiva, SC Pflugfelder, DQ LiInvestigative Ophthalmology & Visual Science 53 (14), 4012-4012, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:_B80troHkn4C,2012
,Cintia de Paiva,"Sex influences TRPV1 driven lacrimal functional unit inflammation and corneal wound healingEM Rocha, LC Dias, LE Silva, AC Dias, C Modulo, AA Murashima, ...Investigative Ophthalmology & Visual Science 59 (9), 4420-4420, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:HeT0ZceujKMC,2018
,Cintia de Paiva,"Retinoid X receptor alpha (RXRa) mutant Pinkie and vitamin A deficient B6 mice develop similar spectrum of corneal inflammationJ Alam, Z Yu, R Ratnapriya, CS De Paiva, SC PflugfelderInvestigative Ophthalmology & Visual Science 62 (8), 912-912, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:U4n9YNQMCAIC,2021
,Cintia de Paiva,"Regulatory T cells protect against autoreactive CD4+ T cell-related meibomian gland dysfunctionKK Scholand, L Schaefer, PG Montoya, E Vo, S Verma, T Ferreira, ...Investigative Ophthalmology & Visual Science 66 (8), 6081-6081, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:sA9dB-pw3HoC,2025
,Cintia de Paiva,"Regulatory T cells are essential for controlling autoimmune eye and lacrimal gland pathogenic cellsK Scholand, JG Galletti, G Govindarajan, CS De PaivaInvestigative Ophthalmology & Visual Science 64 (8), 176-176, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:PyEswDtIyv0C,2023
,Cintia de Paiva,"Reduced RXRα signaling increases dry eye disease inducing γδT17 cells in the conjunctivaSC Pflugfelder, J Alam, G Yazdanpanah, R Ratnapriya, N Borcherding, ...Investigative Ophthalmology & Visual Science 63 (7), 2276-2276, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:XUvXOeBm_78C,2022
,Cintia de Paiva,"Reduced intraepithelial corneal nerve density and sensitivity accompany acute and chronic dry eye in C57BL/6 miceMA Stepp, S Pal-Ghosh, G Tadvalkar, AR Williams, SC Pflugfelder, ...Investigative Ophthalmology & Visual Science 59 (9), 3875-3875, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:r_AWSJRzSzQC,2018
,Cintia de Paiva,"Reduced corneal innervation in the CD25KO model of Sjogren syndromeMA Stepp, S Pal-Ghosh, G Tadvalkar, A Williams, SC Pflugfelder, ...CLINICAL AND EXPERIMENTAL RHEUMATOLOGY 36 (3), S300-S300, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:P7Ujq4OLJYoC,2018
,Cintia de Paiva,"Recombinant extracellular domain Klotho-α attenuates senescence in human corneal epithelial cellsL Kim, W Choi, A Tran, CS De Paiva, A SharmaInvestigative Ophthalmology & Visual Science 65 (7), 2015-2015, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:SGW5VrABaM0C,2024
,Cintia de Paiva,"Protective Role of Commensal Microbiota in the CD25KO Sjögren Syndrome Mouse ModelCS de Paiva, M Zaheer, F Bian, A Swennes, RA Britton, SC PflugfelderInvestigative Ophthalmology & Visual Science 57 (12), 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:MLfJN-KU85MC,2016
,Cintia de Paiva,"Pharmacological Cholinergic Blockade Stimulates Inflammatory Cytokine Production in the Lacrimal GlandJD Pitcher III, CS De Paiva, SB Pangelinan, E Rahimy, WJ Farley, ...Investigative Ophthalmology & Visual Science 50 (13), 4241-4241, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:UHK10RUVsp4C,2009
,Cintia de Paiva,"Patterned Localization of Neurotrophic Factors and Receptors at the Human Limbal Stem Cell NicheDQ Li, H Qi, EY Chuang, CS de Paiva, HD Shine, SC Pflugfelder, ...Investigative Ophthalmology & Visual Science 48 (13), 482-482, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:uJ-U7cs_P_0C,2007
,Cintia de Paiva,"Pathogenesis and Treatment of Dry Eye SyndromeCS de PaivaOcular Surface: Anatomy and Physiology, Disorders and Therapeutic Care, 157, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:BqipwSGYUEgC,2012
,Cintia de Paiva,"Partial Isolation of Corneal Epithelial Stem Cells by Adhesion to Collagen IVD Li, X Song, Z Chen, CS de Paiva, H Kim, SC PflugfelderInvestigative Ophthalmology & Visual Science 44 (13), 1348-1348, 2003",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:blknAaTinKkC,2003
,Cintia de Paiva,"Palpebral Conjunctival Epithelium in Normal and in Dry Eye Mouse ModelJT Henriksson, SC Pflugfelder, CS De Paiva, JP BergmansonInvestigative Ophthalmology & Visual Science 51 (13), 1908-1908, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:tzM49s52ZIMC,2010
,Cintia de Paiva,"Our search of immune invaders in the aged lacrimal glandCM Trujillo-Vargas, CS de PaivaAging (Albany NY) 15 (15), 7338, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:-95Q15plzcUC,2023
,Cintia de Paiva,"Ocular Surface Epithelia-Derived Cytokines Induce Th17 Differentiation Through Dendritic Cell-Mediated Pathway in a Mouse Dry Eye ModelX Zheng, DQ Li, CS De Paiva, WJ Farley, SC PflugfelderInvestigative Ophthalmology & Visual Science 50 (13), 3657-3657, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:hkOj_22Ku90C,2009
,Cintia de Paiva,"Ocular Surface and Lacrimal Gland Alterations in the C57BL/6. NOD-Aec1Aec2 Mouse Model of Sjögren’s SyndromeIC Yu, E Volpe, F Bian, SC Pflugfelder, CS De PaivaInvestigative Ophthalmology & Visual Science 55 (13), 61-61, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:V3AGJWp-ZtQC,2014
,Cintia de Paiva,"Ocular, oral and gut microbiomes characterization of patients with Stevens-Johnson Syndrome compared to Sjogren Syndrome and healthy patientsTT Rocchetti, L Frizon, AL Hofling-Lima, D Freitas, CS De Paiva, ...Investigative Ophthalmology & Visual Science 65 (7), 5609-5609, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:DkZNVXde3BIC,2024
,Cintia de Paiva,"NK Cells Promote Th-17 Mediated Corneal Barrier Disruption In Dry EyeCS De Paiva, X Zhang, CS Schaumburg, KF Siemasko, EA Volpe, ...Investigative Ophthalmology & Visual Science 53 (14), 2321-2321, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:tkaPQYYpVKoC,2012
,Cintia de Paiva,"Mucosal microbiome in Sjögren SyndromeSC Pflugfelder, CS De Paiva, DB Jones, Q Moore, S Corbiere, J Petrosino, ...Investigative Ophthalmology & Visual Science 56 (7), 4068-4068, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:Mojj43d5GZwC,2015
,Cintia de Paiva,"Mucosal Dysbiosis in Sjögren's Syndrome: Lessons Learned from Patients and Mouse Models: S3. 17CS De Paiva, DB Jones, Q Moore, S Corbiere, J Petrosino, D Hutchinson, ...Scandinavian Journal of Immunology 81 (5), 352-353, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:VOx2b1Wkg3QC,2015
,Cintia de Paiva,"Modulation of Oxidative Stress and Inflammation in the Aged Lacrimal GlandCM Trujillo Vargas, RG de Souza, Z Yu, H Hernández, A Lee, KE Mauk, ...Elsevier, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:2v_ZtQDX9iAC,2021
,Cintia de Paiva,"MMP-9 Mediates IL-2 Receptor Alpha Chain (CD25) Loss in Murine Corneal and Conjunctival Epithelia in Desiccating StressCS De Paiva, KA Trinca, A Lingappan, SB Pangelinan, WJ Farley, ...Investigative Ophthalmology & Visual Science 48 (13), 404-404, 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:VLnqNzywnoUC,2007
,Cintia de Paiva,"Metagenomic sequencing of Sjögren syndrome and healthy gut microbiota reveals differential bacterial species that correlate with disease severityL Schaefer, FS Midani, CM Trujillo-Vargas, SC Pflugfelder, RA Britton, ...Investigative Ophthalmology & Visual Science 63 (7), 3833-3833, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:wKETBy42zhYC,2022
,Cintia de Paiva,"Low Humidity Stress Induces Cornification of Corneal Epithelium in MiceFS Pelegrino, CS De Paiva, SC PflugfelderInvestigative Ophthalmology & Visual Science 52 (14), 3759-3759, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:ye4kPcJQO24C,2011
,Cintia de Paiva,"Low humidity plus anti-cholinergic-induced dry eye skews toward a Th1 responseZ Yu, J Alam, RG de Souza, CS De Paiva, SC PflugfelderInvestigative Ophthalmology & Visual Science 60 (9), 275-275, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:5MTHONV0fEkC,2019
,Cintia de Paiva,"Loss of RXRα signaling leads to increased antigen presenting cells and reduced goblet cells in conjunctivaRG de Souza, Y Xiao, CS De Paiva, SC PflugfelderInvestigative Ophthalmology & Visual Science 59 (9), 3291-3291, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:yqoGN6RLRZoC,2018
,Cintia de Paiva,"Loss of Ocular Mucosal Tolerance with Aging is Accompanied by Changes in T Regulatory Transcriptome.C De Paiva, C Trujillo-Vargas, H Hernandez, R de Souza, Z Yu, ...Investigative Ophthalmology & Visual Science 61 (7), 1962-1962, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:uDGL6kOW6j0C,2020
,Cintia de Paiva,"Lack of Goblet Cells in SPDEF KO Mice Increases Retention of IL-12 Producing Dendritic Cells in ConjunctivaBY Ko, Y Xiao, F Bian, J Whitsett, H Clever, FL Barbosa, CS De Paiva, ...Investigative Ophthalmology & Visual Science 58 (8), 463-463, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:FPJr55Dyh1AC,2017
,Cintia de Paiva,"Keratoconjunctivitis Sicca in Sjögren's Syndrome: S4. 2SC Pflugfelder, ME Stern, CS De PaivaScandinavian Journal of Immunology 81 (5), 355, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:fQNAKQ3IYiAC,2015
,Cintia de Paiva,"Investigating the ocular surface microbiome using a culturomics approachC Bason, T Robinson, A Calderon-Macedo, J Cantu, S Venables, ...Investigative Ophthalmology & Visual Science 66 (8), 1789-1789, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:UmS_249rOGwC,2025
,Cintia de Paiva,"Investigating IL-2 Epithelial Signaling Pathways in Human Corneal Epithelial CellsF Elsaeidi, S Pal-Ghosh, Z Yu, SC Pflugfelder, S Khandelwal, M Weikert, ...Investigative Ophthalmology & Visual Science 66 (8), 4413-4413, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:CYCckWUYoCcC,2025
,Cintia de Paiva,"Increased proliferation of cultured conjunctival epithelium in IFN-γ deficient strainsM Chen, T Coursey, JT Henriksson, C De Paiva, DQ Li, S PflugfelderInvestigative Ophthalmology & Visual Science 54 (15), 2076-2076, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:eflP2zaiRacC,2013
,Cintia de Paiva,"Increased Expression of Kallikrein 13 in the Lacrimal Functional Unit After Desiccating StressCS De Paiva, KF Siemasko, C Schaumburg, E Rahimi, SB Pangelinan, ...Investigative Ophthalmology & Visual Science 50 (13), 3649-3649, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:kzcrU_BdoSEC,2009
,Cintia de Paiva,"Immunopathogenesis in a Mouse Model of Lacrimal Keratoconjunctivitis is Antigen SpecificKF Siemasko, CS Schaumburg, M Calonge, VL Calder, JY Niederkorn, ...Investigative Ophthalmology & Visual Science 51 (13), 3395-3395, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:fEOibwPWpKIC,2010
,Cintia de Paiva,"Imbalanced Activation between NLRP3 and NLRP6 by Ocular Innate Immunity in Experimental Dry Eye MiceX Chen, W Chi, J Li, C Wang, F Bian, SC Pflugfelder, CS De Paiva, DQ LiInvestigative Ophthalmology & Visual Science 57 (12), 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:LI9QrySNdTsC,2016
,Cintia de Paiva,"IL-37 prevents corneal barrier disruption by inhibiting TNF-α/CTSS signaling in primary human corneal epithelial cells under hyperosmotic stressDQ Li, Y Zhang, J Li, X Chen, SC Pflugfelder, CS De PaivaInvestigative Ophthalmology & Visual Science 63 (7), 1977–A0307-1977–A0307, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:jU7OWUQzBzMC,2022
,Cintia de Paiva,"IL-17 producing lymphocytes cause dry eye and corneal disease with aging in RXRα mutant mouse with aging in RXR mutant mouseJ Alam, G Yazdanpanah, R Ratnapriya, N Borcherding, CS de Paiva",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:DrR-2ekChdkC,
,Cintia de Paiva,"IL-17 Neutralization Mutes Inflammation in a Mouse Model of Experimental Autoimmune Lacrimal KeratoconjunctivitisME Stern, KF Siemasko, CS Schaumburg, J Gao, CS De Paiva, ...Investigative Ophthalmology & Visual Science 50 (13), 3653-3653, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:JQOojiI6XY0C,2009
,Cintia de Paiva,"IL-17 Deletion Accelerates Onset and Severity of Dacryoadenitis in CD25KO miceRM Corrales, F Pelegrino, E Volpe, DQ Li, SC Pflugfelder, CS De PaivaInvestigative Ophthalmology & Visual Science 53 (14), 6184-6184, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:dTyEYWd-f8wC,2012
,Cintia de Paiva,"IL-12 depletion Ameliorates Autoimmunity in the Germ-Free CD25KO Model of Sjögren Syndrome by Decreasing Generation of Th-1 cellsCS De Paiva, M Zaheer, Z Yu, AG Swennes, R Britton, SC PflugfelderInvestigative Ophthalmology & Visual Science 59 (9), 4953-4953, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:LhH-TYMQEocC,2018
,Cintia de Paiva,"IFN-Gamma Modulates Dry Eye-Induced Apoptosis on Ocular SurfaceX Zhang, W Chen, CS De Paiva, DQ Li, SC PflugfelderInvestigative Ophthalmology & Visual Science 51 (13), 1560-1560, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:evX43VCCuoAC,2010
,Cintia de Paiva,"Highlights from the 22nd International Ocular Surface Society meetingCS de PaivaThe Ocular Surface 18 (1), 13-18, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:a3BOlSfXSfwC,2020
,Cintia de Paiva,"Gut microbiota from Sjögren Syndrome patients causes decreased T regulatory cells in the lymphoid organs and ocular barrier disruption in mice.L Schaefer, C Trujillo-Vargas, SC Pflugfelder, R Britton, CS De PaivaInvestigative Ophthalmology & Visual Science 62 (8), 1329-1329, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:v1_lew4L6wgC,2021
,Cintia de Paiva,"Glands of Moll: history, current knowledge and their role in ocular surface homeostasis and diseaseM Stopfer, I Zahn, K Jüngert, G Aumüller, FL Moll, M Schicht, ...Progress in Retinal and Eye Research, 101362, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:QsaTk4IG4EwC,2025
,Cintia de Paiva,"Germ-free environment worsens lacrimokeratoconjunctivitis in a mouse model of Sjogren syndromeCS De Paiva, M Zaheer, Z Yu, F Bian, AG Swennes, RA Britton, ...CLINICAL AND EXPERIMENTAL RHEUMATOLOGY 36 (3), S297-S297, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:nZcligLrVowC,2018
,Cintia de Paiva,"Fluorophotometry Is a Sensitive Method to Evaluate Epithelial Permeability in Murine Experimental Dry EyeSD Kelly, D Fung, CS De Paiva, WJ Farley, B Ishimoto, DQ Li, ...Investigative Ophthalmology & Visual Science 49 (13), 5334-5334, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:2VqYfGB8ITEC,2008
,Cintia de Paiva,"Fluorescence lifetime imaging of aged murine lacrimal glands shows multiple metabolic changesJ Junge, M Choi, C Toscano, M Edman, CS De Paiva, S Hamm-AlvarezInvestigative Ophthalmology & Visual Science 65 (7), 6589-6589, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:An6A6Jpfc1oC,2024
,Cintia de Paiva,"Fluorescence Lifetime Imaging Microscopy Reveals Metabolic Changes in Aging Lacrimal Gland Suggestive of Increased Inflammation and Oxidative StressM Choi, J Junge, C Toscano, AR Mulay, MC Edman, CS de Paiva, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:X9ykpCP0fEIC,2025
,Cintia de Paiva,"Ex vivo Expansion and Phenotypes of Human Limbal Epithelial CellsH Kim, D Li, X Song, CS de Paiva, SC PflugfelderInvestigative Ophthalmology & Visual Science 44 (13), 1349-1349, 2003",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=300&pagesize=100&citation_for_view=X2vF2DkAAAAJ:JV2RwH3_ST0C,2003
,Cintia de Paiva,"Exploring the Transformative Effects of Calorie Restriction on the Lacrimal GlandO Mauduit, K Scholand, L Schaefer, V Delcroix, Z Yu, HP Makarenkova, ...Investigative Ophthalmology & Visual Science 65 (7), 6544-6544, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:BrOSOlqYqPUC,2024
,Cintia de Paiva,"Exploring the transformative effects of calorie restriction on the lacrimal gland in adult miceO Mauduit, P Kumar, KK Scholand, E Aksan, L Schaefer, A Abu-Romman, ...GeroScience, 1-20, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:aIdbFUkbNIkC,2025
,Cintia de Paiva,"Evidence for lipid dysregulation associated with inflammation in lacrimal glands from aged female C57BL/6J miceM Choi, C Toscano, M Edman, SF Hamm-Alvarez, CS De PaivaInvestigative Ophthalmology & Visual Science 64 (8), 695-695, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:mKu_rENv82IC,2023
,Cintia de Paiva,"Evaluation of T-regulatory cell function in mice colonized with gut microbes from either Sjogren’s disease or healthy control human patientsL Schaefer, KK Scholand, VJ Coulson-Thomas, CS De PaivaInvestigative Ophthalmology & Visual Science 66 (8), 6252-6252, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:qe6vwMD2xtsC,2025
